nutrition_simplified
name,protein,fat,carbs,Macro
cracked wheat khichri/khichdi (dalia khichri/khichdi),7.56,5.52,22.35,carbs
stewed apple,0.17,0.37,22.49,carbs
lemon squash (nimbu ka squash),0.15,0.06,48.88,carbs
orange squash (santre ka squash),0.22,0.04,50.88,carbs
lichi squash,0.3,0.08,51.96,carbs
mango squash (aam ka squash),0.17,0.17,50.96,carbs
pineapple squash (ananas ka squash),0.16,0.05,51.34,carbs
lemon and ginger squash (nimbu aur adrak ka squash),0.54,0.21,44.06,carbs
apple jam (seb ka murabba),0.14,0.32,48.56,carbs
plum jam (aloo bukhara jam),0.31,0.19,46.2,carbs
pineapple jam,0.32,0.15,38.27,carbs
guava jelly (amrood ki jelly),1.11,0.25,28.18,carbs
orange marmalade (santray ka murabba),0.66,0.13,25.94,carbs
carrot murabba (gajar ka murabba),0.32,0.16,45.6,carbs
gooseberry marmalade (amla murabba),0.14,0.03,32.34,carbs
ginger candy (adrak ki candy),0.69,0.27,50.38,carbs
mango pickle (aam ka achaar),1.6,17.89,8.11,fat
mixed vegetable pickle (sabziyoon ka achaar),1.9,19.68,7.48,fat
sweet lemon pickle (neembu ka meetha achaar),1.22,0.21,16.87,carbs
plum chutney (aloo bukhara ki chutney),0.47,0.29,44.95,carbs
raw mango chutney (kachhe aam/kairi ki chutney),0.51,0.16,49.94,carbs
tomato sauce,0.81,0.27,7.23,carbs
tomato puree,0.75,0.25,3.68,carbs
garam masala,9.89,10.97,26.2,carbs
chat masala,8.19,9.91,23.87,carbs
kashmiri masala,8.26,31.03,23.16,fat
rasam powder (rasam masala),12.04,11.8,25.19,carbs
sambar powder (sambar masala),12.5,15.58,23.38,carbs
tartare sauce,1.44,66.12,2.96,fat
barbeque sauce,0.96,4.51,20.46,carbs
bread sauce,3.46,7.05,8.69,carbs
green chilli sauce,1.25,0.27,7.36,carbs
home made plain noodles,6.21,3.56,44.5,carbs
dal moong,2.2,1.62,4.92,carbs
cumin seeds baghar (jeera baghar/tadka),3.34,78.77,5.22,fat
onion tomato baghar (pyaaz tamatar ka tadka),1.26,11.98,6.17,fat
mustard seeds baghar (mustard seed tadka),4.73,54.3,10.45,fat
hot cherry sauce,0.13,0.07,67.95,carbs
apple jelly (seb ki jelly),0.1,0.21,39.37,carbs
marmalade (murabba),0.23,0.04,37.64,carbs
plum squash (aloo bukhara squash),0.16,0.1,55.51,carbs
lemon green chilli pickle (nimboo aur hari mirch ka achaar),0.85,0.24,2.14,carbs
brinjal pickle (baingan ka achaar),2.24,12.98,4.23,fat
sweet and sour tomato pickle (khatta meetha tamatar ka achaar),1.26,3.24,6.55,carbs
jhatpat achar with carrot (jhatpat achaar gajar ke saath),1.98,6.55,6.32,fat
tomato chutney (tamatar ki chutney),0.97,6.01,31.85,carbs
tomato ketchup,0.91,0.3,6.48,carbs
bengal 5 spice blend (panch phoran),18.26,22.16,20.0,fat
adhirasam,5.0,10.0,60.0,carbs
aloo gobi,4.0,8.0,40.0,carbs
aloo matar,4.5,8.5,42.0,carbs
aloo methi,4.0,7.0,38.0,carbs
aloo shimla mirch,4.0,8.0,40.0,carbs
aloo tikki,6.0,12.0,50.0,carbs
anarsa,6.0,15.0,40.0,carbs
ariselu,5.0,7.0,45.0,carbs
baby back ribs,30.0,35.0,10.0,fat
baklava,6.0,22.0,45.0,carbs
bandar laddu,7.0,12.0,55.0,carbs
basundi,8.0,15.0,30.0,carbs
beef carpaccio,28.0,10.0,2.0,protein
beef tartare,20.0,15.0,2.0,protein
beet salad,3.0,5.0,20.0,carbs
beignets,5.0,18.0,40.0,carbs
bhindi masala,4.0,10.0,35.0,carbs
bibimbap,12.0,8.0,55.0,carbs
biryani,14.0,15.0,60.0,carbs
boondi,5.0,12.0,50.0,carbs
bread pudding,8.0,16.0,45.0,carbs
breakfast burrito,15.0,18.0,50.0,carbs
bruschetta,5.0,10.0,20.0,carbs
caesar salad,7.0,15.0,10.0,fat
cannoli,6.0,14.0,35.0,carbs
caprese salad,7.0,12.0,8.0,fat
carrot cake,5.0,18.0,45.0,carbs
ceviche,18.0,5.0,15.0,protein
chak hao kheer,7.0,10.0,45.0,carbs
chana masala,10.0,8.0,50.0,carbs
chapati,3.0,1.5,25.0,carbs
cheese plate,20.0,30.0,10.0,fat
chhena kheeri,10.0,12.0,40.0,carbs
chicken quesadilla,15.0,12.0,35.0,carbs
chicken razala,18.0,14.0,36.0,carbs
chicken tikka,17.0,13.0,34.0,carbs
chicken tikka masala,18.0,15.0,36.0,carbs
chicken wings,20.0,22.0,5.0,fat
chikki,5.0,11.0,50.0,carbs
churros,4.0,16.0,40.0,carbs
clam chowder,12.0,10.0,25.0,carbs
crab cakes,18.0,15.0,20.0,carbs
creme brulee,7.0,16.0,35.0,carbs
croque madame,14.0,18.0,30.0,carbs
cup cakes,6.0,20.0,40.0,carbs
